Filename,ML Task Feature (Additive - label),ML Task Feature (Additive - concentration),ML Task Feature (Additive - pKa (COOH group)),ML Task Feature (Additive - pKb (NH2 group)),ML Task Feature (Additive - pI),ML Task Feature (Additive - pKc (other group)),ML Task Target (Calcite unit-cell length a),ML Task Target (Calcite unit-cell length c),ML Task Target (Calcite phase present),ML Task Target (Vaterite unit-cell length a),ML Task Target (Vaterite unit-cell length c),ML Task Target (Vaterite phase present),ML Task Target (Degree of Crystallinity),Excluded (True/False),Split (train/test/validation)
578442-mythen_summed.xye,Lys,0,2.32,9.58,5.98,,4.99597,17.06207,TRUE,4.12865,8.47104,TRUE,56.53434,False,
578443-mythen_summed.xye,Lys,0.25,2.32,9.58,5.98,,4.99628,17.06795,TRUE,4.12908,8.47125,TRUE,59.05876,False,
578444-mythen_summed.xye,Lys,0.5,2.15,9.16,9.74,10.67,4.99833,17.05204,TRUE,,,FALSE,63.25415,False,
578445-mythen_summed.xye,Lys,0.75,2.15,9.16,9.74,10.67,4.99778,17.05276,TRUE,4.12827,8.46863,TRUE,58.09164,False,
578446-mythen_summed.xye,Lys,1,2.15,9.16,9.74,10.67,4.99901,17.05445,TRUE,4.12756,8.47518,TRUE,60.96135,False,
578447-mythen_summed.xye,Lys,1.25,2.15,9.16,9.74,10.67,4.99824,17.0526,TRUE,4.12691,8.47178,TRUE,58.20613,False,
578448-mythen_summed.xye,Lys,1.5,2.15,9.16,9.74,10.67,4.99726,17.05735,TRUE,4.12821,8.47049,TRUE,58.38268,False,
578449-mythen_summed.xye,Lys,1.75,2.15,9.16,9.74,10.67,4.99813,17.05517,TRUE,4.12664,8.47185,TRUE,57.72588,False,
578450-mythen_summed.xye,Lys,2,2.15,9.16,9.74,10.67,4.99825,17.05475,TRUE,4.12613,8.47339,TRUE,57.63742,False,
578622-mythen_summed.xye,Lys,0,2.15,9.16,9.74,10.67,4.9974,17.05612,TRUE,4.12666,8.47317,TRUE,68.06393,False,
578623-mythen_summed.xye,Lys,0.5,2.15,9.16,9.74,10.67,4.9985,17.0555,TRUE,4.126,8.47538,TRUE,57.58834,False,
578624-mythen_summed.xye,Lys,0.75,2.15,9.16,9.74,10.67,4.99799,17.0585,TRUE,,,FALSE,61.42297,False,
578625-mythen_summed.xye,Lys,1,2.15,9.16,9.74,10.67,4.99847,17.05534,TRUE,4.12711,8.47186,TRUE,59.95159,False,
578626-mythen_summed.xye,Lys,1.25,2.15,9.16,9.74,10.67,4.99564,17.06226,TRUE,,,FALSE,61.88053,False,
578627-mythen_summed.xye,Lys,1.5,2.15,9.16,9.74,10.67,4.9973,17.05719,TRUE,,,FALSE,59.77006,False,
578628-mythen_summed.xye,Lys,1.75,2.15,9.16,9.74,10.67,4.9964,17.0632,TRUE,,,FALSE,61.17408,False,
578629-mythen_summed.xye,Lys,2,2.15,9.16,9.74,10.67,4.99685,17.06038,TRUE,,,FALSE,59.13559,False,
578787-mythen_summed.xye,Lys,0,2.15,9.16,9.74,10.67,4.99742,17.05716,TRUE,,,FALSE,61.74207,False,
578788-mythen_summed.xye,Lys,0.25,2.15,9.16,9.74,10.67,4.99724,17.05714,TRUE,,,FALSE,65.04222,False,
578789-mythen_summed.xye,Lys,0.5,2.15,9.16,9.74,10.67,4.99778,17.05639,TRUE,,,FALSE,57.94592,False,
578790-mythen_summed.xye,Lys,0.75,2.15,9.16,9.74,10.67,4.99905,17.05727,TRUE,4.12908,8.47278,TRUE,58.6134,False,
578791-mythen_summed.xye,Lys,1,2.15,9.16,9.74,10.67,4.99722,17.05814,TRUE,4.12799,8.46987,TRUE,59.32007,False,
578792-mythen_summed.xye,Lys,1.25,2.15,9.16,9.74,10.67,4.99823,17.0581,TRUE,,,FALSE,57.56722,False,
578793-mythen_summed.xye,Lys,1.5,2.15,9.16,9.74,10.67,4.99812,17.05838,TRUE,4.12795,8.47156,TRUE,57.69384,False,
578794-mythen_summed.xye,Lys,1.75,2.15,9.16,9.74,10.67,4.99799,17.05798,TRUE,4.12711,8.47301,TRUE,57.75108,False,
578795-mythen_summed.xye,Lys,2,2.15,9.16,9.74,10.67,4.99841,17.05661,TRUE,,,FALSE,58.19949,False,
578987-mythen_summed.xye,Lys,0,2.15,9.16,9.74,10.67,4.99844,17.05734,TRUE,4.12718,8.47181,TRUE,64.69651,False,
578988-mythen_summed.xye,Lys,0.25,2.15,9.16,9.74,10.67,4.99732,17.05911,TRUE,4.12691,8.4731,TRUE,64.03052,False,
578989-mythen_summed.xye,Lys,0.5,2.15,9.16,9.74,10.67,4.99755,17.05725,TRUE,4.12818,8.47206,TRUE,57.91379,False,
578990-mythen_summed.xye,Lys,0.75,2.15,9.16,9.74,10.67,4.9971,17.05783,TRUE,,,FALSE,57.66038,False,
578991-mythen_summed.xye,Lys,1,2.15,9.16,9.74,10.67,4.99686,17.05506,TRUE,4.12714,8.47168,TRUE,62.9408,False,
578992-mythen_summed.xye,Lys,1.25,2.15,9.16,9.74,10.67,4.99773,17.05692,TRUE,4.12763,8.47292,TRUE,59.73117,False,
578993-mythen_summed.xye,Lys,1.5,2.15,9.16,9.74,10.67,4.99878,17.05762,TRUE,4.12746,8.47368,TRUE,57.83298,False,
578994-mythen_summed.xye,Lys,1.75,2.15,9.16,9.74,10.67,4.99822,17.05695,TRUE,4.12732,8.47379,TRUE,58.34404,False,
578995-mythen_summed.xye,Lys,2,2.15,9.16,9.74,10.67,4.99745,17.0573,TRUE,4.1268,8.4731,TRUE,59.11837,False,
578559-mythen_summed.xye,MalAci,0,2.15,9.16,9.74,10.67,4.99748,17.05728,TRUE,4.12693,8.47266,TRUE,60.52743,False,
578560-mythen_summed.xye,MalAci,0.25,2.15,9.16,9.74,10.67,4.99764,17.05586,TRUE,4.12621,8.47413,TRUE,53.43846,False,
578561-mythen_summed.xye,MalAci,0.5,2.85,5.7,,,4.99326,17.06064,TRUE,4.1266,8.47157,TRUE,56.10339,False,
578562-mythen_summed.xye,MalAci,1,2.85,5.7,,,4.99078,17.07894,TRUE,4.12662,8.47328,TRUE,60.33235,False,
578913-mythen_summed.xye,MalAci,0,2.85,5.7,,,4.99175,17.06459,TRUE,4.12464,8.47219,TRUE,60.48152,False,
578914-mythen_summed.xye,MalAci,0.25,2.85,5.7,,,4.996,17.05748,TRUE,,,FALSE,59.09402,False,
578915-mythen_summed.xye,MalAci,0.5,2.85,5.7,,,4.99735,17.05799,TRUE,4.12621,8.47674,TRUE,60.1033,False,
578916-mythen_summed.xye,MalAci,0.75,2.85,5.7,,,4.99204,17.06639,TRUE,4.12465,8.47761,TRUE,40.49199,False,
579117-mythen_summed.xye,MalAci,0,2.85,5.7,,,4.98677,17.06991,TRUE,4.1253,8.47839,TRUE,60.6962,False,
579118-mythen_summed.xye,MalAci,0.25,2.85,5.7,,,4.99433,17.06288,TRUE,4.12421,8.48265,TRUE,57.24491,False,
579119-mythen_summed.xye,MalAci,1.25,2.85,5.7,,,4.99607,17.05805,TRUE,4.12714,8.47481,TRUE,55.45997,False,
578502-mythen_summed.xye,Met,0,2.85,5.7,,,4.99305,17.07754,TRUE,4.12794,8.47089,TRUE,57.98306,False,
578503-mythen_summed.xye,Met,0.25,2.85,5.7,,,4.99289,17.07458,TRUE,4.12715,8.47283,TRUE,59.19492,False,
578504-mythen_summed.xye,Met,0.5,2.16,9.08,5.74,,4.99582,17.05555,TRUE,4.12653,8.47371,TRUE,63.50548,False,
578505-mythen_summed.xye,Met,0.75,2.16,9.08,5.74,,4.99554,17.05751,TRUE,4.12671,8.47212,TRUE,58.27434,False,
578506-mythen_summed.xye,Met,1,2.16,9.08,5.74,,4.99647,17.06483,TRUE,4.1276,8.47438,TRUE,58.39304,False,
578507-mythen_summed.xye,Met,1.25,2.16,9.08,5.74,,4.99577,17.06626,TRUE,4.12764,8.47201,TRUE,56.23873,False,
578508-mythen_summed.xye,Met,1.5,2.16,9.08,5.74,,4.99539,17.05903,TRUE,4.12726,8.47084,TRUE,61.10093,False,
578509-mythen_summed.xye,Met,1.75,2.16,9.08,5.74,,4.99576,17.06969,TRUE,4.12747,8.47196,TRUE,56.35445,False,
578510-mythen_summed.xye,Met,2,2.16,9.08,5.74,,4.99611,17.07614,TRUE,4.12713,8.47459,TRUE,57.41805,False,
579078-mythen_summed.xye,Met,0,2.16,9.08,5.74,,4.99507,17.07701,TRUE,4.12649,8.47307,TRUE,61.99766,False,
579079-mythen_summed.xye,Met,0.25,2.16,9.08,5.74,,4.99528,17.07907,TRUE,4.12672,8.4735,TRUE,59.90144,False,
579080-mythen_summed.xye,Met,0.5,2.16,9.08,5.74,,4.99804,17.0554,TRUE,,,FALSE,61.792,False,
579081-mythen_summed.xye,Met,0.75,2.16,9.08,5.74,,4.99622,17.05835,TRUE,4.12764,8.47159,TRUE,61.42355,False,
579082-mythen_summed.xye,Met,1,2.16,9.08,5.74,,4.99669,17.06312,TRUE,4.1278,8.47266,TRUE,57.19552,False,
579083-mythen_summed.xye,Met,1.25,2.16,9.08,5.74,,4.9964,17.06868,TRUE,,,FALSE,60.77589,False,
579084-mythen_summed.xye,Met,1.5,2.16,9.08,5.74,,4.99511,17.07965,TRUE,4.12747,8.47185,TRUE,58.27623,False,
579085-mythen_summed.xye,Met,1.75,2.16,9.08,5.74,,4.99557,17.07293,TRUE,4.12769,8.4725,TRUE,57.95465,False,
579086-mythen_summed.xye,Met,2,2.16,9.08,5.74,,4.9952,17.07398,TRUE,4.12716,8.47229,TRUE,57.18531,False,
578512-mythen_summed.xye,Phe,0,2.16,9.08,5.74,,4.9955,17.07789,TRUE,4.12768,8.47152,TRUE,58.04014,False,
578513-mythen_summed.xye,Phe,0.1,2.16,9.08,5.74,,4.99553,17.07934,TRUE,4.128,8.47241,TRUE,59.43842,False,
578514-mythen_summed.xye,Phe,0.25,2.18,9.09,5.48,,4.99658,17.05542,TRUE,4.12617,8.47262,TRUE,55.93626,False,
578515-mythen_summed.xye,Phe,0.5,2.18,9.09,5.48,,4.99611,17.06178,TRUE,4.12731,8.47378,TRUE,56.55997,False,
578516-mythen_summed.xye,Phe,0.75,2.18,9.09,5.48,,4.99265,17.06667,TRUE,4.127,8.47097,TRUE,57.99647,False,
578517-mythen_summed.xye,Phe,1,2.18,9.09,5.48,,4.99522,17.05968,TRUE,4.12621,8.47308,TRUE,58.75511,False,
578518-mythen_summed.xye,Phe,1.25,2.18,9.09,5.48,,4.99579,17.06386,TRUE,4.12678,8.47317,TRUE,57.36999,False,
578519-mythen_summed.xye,Phe,1.5,2.18,9.09,5.48,,4.996,17.06653,TRUE,4.12689,8.47417,TRUE,63.31465,False,
578863-mythen_summed.xye,Phe,0,2.18,9.09,5.48,,4.99504,17.06757,TRUE,4.12609,8.47346,TRUE,64.29917,False,
578864-mythen_summed.xye,Phe,0.1,2.18,9.09,5.48,,4.9962,17.06968,TRUE,4.12815,8.47265,TRUE,61.54235,False,
578865-mythen_summed.xye,Phe,0.25,2.18,9.09,5.48,,4.99126,17.06443,TRUE,,,FALSE,58.95596,False,
578866-mythen_summed.xye,Phe,0.5,2.18,9.09,5.48,,4.99519,17.06023,TRUE,4.12881,8.46977,TRUE,54.65896,False,
578867-mythen_summed.xye,Phe,0.75,2.18,9.09,5.48,,4.99522,17.06207,TRUE,4.12887,8.47016,TRUE,57.9914,False,
578868-mythen_summed.xye,Phe,1,2.18,9.09,5.48,,4.99313,17.06365,TRUE,4.12814,8.46949,TRUE,62.08952,False,
578869-mythen_summed.xye,Phe,1.25,2.18,9.09,5.48,,4.99427,17.06339,TRUE,4.12882,8.46876,TRUE,63.23344,False,
578870-mythen_summed.xye,Phe,1.5,2.18,9.09,5.48,,4.99475,17.06669,TRUE,4.12871,8.47025,TRUE,60.19317,False,
579088-mythen_summed.xye,Phe,0,2.18,9.09,5.48,,4.99512,17.06741,TRUE,4.12902,8.46997,TRUE,61.34746,False,
579089-mythen_summed.xye,Phe,0.1,2.18,9.09,5.48,,4.99503,17.06811,TRUE,4.12847,8.47027,TRUE,59.84945,False,
579090-mythen_summed.xye,Phe,0.25,2.18,9.09,5.48,,4.99609,17.05588,TRUE,,,FALSE,59.22163,False,
579091-mythen_summed.xye,Phe,0.5,2.18,9.09,5.48,,4.99349,17.06044,TRUE,,,FALSE,63.3782,False,
579092-mythen_summed.xye,Phe,0.75,2.18,9.09,5.48,,4.99418,17.06171,TRUE,4.12823,8.47054,TRUE,59.237,False,
578578-mythen_summed.xye,PimAci,0.2,2.18,9.09,5.48,,4.99521,17.06478,TRUE,4.12843,8.47249,TRUE,54.74364,False,
578579-mythen_summed.xye,PimAci,0.3,2.18,9.09,5.48,,4.99411,17.06503,TRUE,4.12821,8.4714,TRUE,56.42714,False,
578580-mythen_summed.xye,PimAci,0.4,4.71,5.58,,,4.99446,17.06508,TRUE,4.12698,8.47265,TRUE,60.21935,False,
578581-mythen_summed.xye,PimAci,0.8,4.71,5.58,,,4.99191,17.07383,TRUE,4.12661,8.47389,TRUE,61.60114,False,
578737-mythen_summed.xye,PimAci,0,4.71,5.58,,,4.99061,17.06573,TRUE,4.12871,8.46861,TRUE,59.08633,False,
578738-mythen_summed.xye,PimAci,0.2,4.71,5.58,,,4.99073,17.063,TRUE,4.12521,8.47076,TRUE,60.59425,False,
578739-mythen_summed.xye,PimAci,0.3,4.71,5.58,,,4.99534,17.05617,TRUE,4.12866,8.46735,TRUE,61.82669,False,
578740-mythen_summed.xye,PimAci,0.4,4.71,5.58,,,4.99287,17.06263,TRUE,4.12816,8.47043,TRUE,64.6415,False,
578741-mythen_summed.xye,PimAci,0.5,4.71,5.58,,,4.99215,17.06603,TRUE,4.12774,8.47162,TRUE,100,False,
578742-mythen_summed.xye,PimAci,0.6,4.71,5.58,,,4.99287,17.06729,TRUE,4.12842,8.47225,TRUE,16.15639,False,
578931-mythen_summed.xye,PimAci,0,4.71,5.58,,,4.99445,17.07003,TRUE,,,FALSE,64.03375,False,
578932-mythen_summed.xye,PimAci,0.2,4.71,5.58,,,4.99204,17.06537,TRUE,,,FALSE,64.0649,False,
578933-mythen_summed.xye,PimAci,0.3,4.71,5.58,,,4.99803,17.05664,TRUE,4.12939,8.46994,TRUE,66.48184,False,
578934-mythen_summed.xye,PimAci,0.4,4.71,5.58,,,4.99297,17.06602,TRUE,,,FALSE,70.87625,False,
578935-mythen_summed.xye,PimAci,0.8,4.71,5.58,,,4.99375,17.06629,TRUE,,,FALSE,66.54364,False,
579129-mythen_summed.xye,PimAci,0.2,4.71,5.58,,,4.99312,17.07001,TRUE,,,FALSE,26.75644,False,
578540-mythen_summed.xye,Pro,0,4.71,5.58,,,4.99276,17.06667,TRUE,4.12888,8.47123,TRUE,60.32286,False,
578542-mythen_summed.xye,Pro,0.5,4.71,5.58,,,4.99124,17.05988,TRUE,4.13025,8.50111,TRUE,58.88427,False,
578543-mythen_summed.xye,Pro,0.75,1.95,10.47,6.3,,4.99435,17.05954,TRUE,4.12828,8.46978,TRUE,58.46187,False,
578544-mythen_summed.xye,Pro,1,1.95,10.47,6.3,,4.99463,17.06013,TRUE,4.12856,8.46924,TRUE,61.78202,False,
578545-mythen_summed.xye,Pro,1.25,1.95,10.47,6.3,,4.99586,17.06084,TRUE,4.12737,8.47244,TRUE,61.10731,False,
578546-mythen_summed.xye,Pro,1.5,1.95,10.47,6.3,,4.9939,17.06268,TRUE,4.12843,8.46954,TRUE,57.72289,False,
578547-mythen_summed.xye,Pro,2,1.95,10.47,6.3,,4.99493,17.06568,TRUE,4.1287,8.46969,TRUE,56.51383,False,
578709-mythen_summed.xye,Pro,0,1.95,10.47,6.3,,4.99432,17.06564,TRUE,4.12803,8.4707,TRUE,57.32472,False,
578710-mythen_summed.xye,Pro,0.25,1.95,10.47,6.3,,4.99583,17.06534,TRUE,4.12697,8.47271,TRUE,59.07631,False,
578711-mythen_summed.xye,Pro,0.5,1.95,10.47,6.3,,4.99598,17.05704,TRUE,4.12754,8.47164,TRUE,60.79056,False,
578712-mythen_summed.xye,Pro,0.75,1.95,10.47,6.3,,4.99759,17.05618,TRUE,4.12778,8.47259,TRUE,57.42235,False,
578713-mythen_summed.xye,Pro,1,1.95,10.47,6.3,,4.9974,17.05728,TRUE,4.1278,8.47291,TRUE,59.53704,False,
578714-mythen_summed.xye,Pro,1.25,1.95,10.47,6.3,,4.99629,17.05923,TRUE,4.12747,8.47264,TRUE,55.84187,False,
578715-mythen_summed.xye,Pro,1.5,1.95,10.47,6.3,,4.99659,17.0609,TRUE,4.12763,8.47233,TRUE,55.31007,False,
578716-mythen_summed.xye,Pro,1.75,1.95,10.47,6.3,,4.99672,17.06009,TRUE,4.12721,8.4717,TRUE,56.32719,False,
578717-mythen_summed.xye,Pro,2,1.95,10.47,6.3,,4.99715,17.06102,TRUE,4.12823,8.47099,TRUE,55.06647,False,
578893-mythen_summed.xye,Pro,0,1.95,10.47,6.3,,4.99708,17.06382,TRUE,4.12741,8.47283,TRUE,77.20919,False,
578894-mythen_summed.xye,Pro,0.25,1.95,10.47,6.3,,4.99683,17.06404,TRUE,4.12754,8.4716,TRUE,57.45363,False,
578895-mythen_summed.xye,Pro,0.5,1.95,10.47,6.3,,4.99943,17.0565,TRUE,4.12724,8.47615,TRUE,71.32653,False,
578896-mythen_summed.xye,Pro,0.75,1.95,10.47,6.3,,4.99752,17.05497,TRUE,4.12733,8.47311,TRUE,68.75881,False,
578897-mythen_summed.xye,Pro,1,1.95,10.47,6.3,,4.99868,17.06037,TRUE,4.12819,8.47462,TRUE,63.58223,False,
578898-mythen_summed.xye,Pro,1.25,1.95,10.47,6.3,,4.99764,17.06198,TRUE,4.12787,8.47529,TRUE,76.80664,False,
578899-mythen_summed.xye,Pro,1.5,1.95,10.47,6.3,,4.99791,17.06218,TRUE,4.12807,8.47426,TRUE,62.78097,False,
578900-mythen_summed.xye,Pro,1.75,1.95,10.47,6.3,,4.99765,17.06679,TRUE,4.12859,8.47437,TRUE,62.74171,False,
578901-mythen_summed.xye,Pro,2,1.95,10.47,6.3,,4.99722,17.06405,TRUE,4.12761,8.47435,TRUE,64.13382,False,
579103-mythen_summed.xye,Pro,0.25,1.95,10.47,6.3,,4.99752,17.06657,TRUE,4.12794,8.47413,TRUE,55.03549,False,
579104-mythen_summed.xye,Pro,0.5,1.95,10.47,6.3,,4.99737,17.06748,TRUE,4.12896,8.47288,TRUE,57.01256,False,
579105-mythen_summed.xye,Pro,0.75,1.95,10.47,6.3,,4.9968,17.05984,TRUE,4.12741,8.47293,TRUE,55.86012,False,
579106-mythen_summed.xye,Pro,1.5,1.95,10.47,6.3,,4.99716,17.05938,TRUE,4.128,8.4723,TRUE,55.94773,False,
578452-mythen_summed.xye,Ser,0,1.95,10.47,6.3,,4.99625,17.06043,TRUE,4.12695,8.47402,TRUE,58.47517,True,
578453-mythen_summed.xye,Ser,0.25,1.95,10.47,6.3,,4.99685,17.06368,TRUE,4.12744,8.47319,TRUE,57.10115,True,
578454-mythen_summed.xye,Ser,0.5,2.13,9.05,5.68,,4.99621,17.05558,TRUE,,,FALSE,68.92006,True,
578455-mythen_summed.xye,Ser,0.75,2.13,9.05,5.68,,4.99505,17.07204,TRUE,4.1287,8.4716,TRUE,55.81319,True,
578456-mythen_summed.xye,Ser,1,2.13,9.05,5.68,,4.99698,17.07536,TRUE,4.1272,8.47664,TRUE,56.30692,True,
578457-mythen_summed.xye,Ser,1.25,2.13,9.05,5.68,,4.99512,17.07825,TRUE,4.12812,8.47145,TRUE,57.14227,True,
578458-mythen_summed.xye,Ser,1.5,2.13,9.05,5.68,,4.994,17.07085,TRUE,4.12726,8.47344,TRUE,72.43947,True,
578459-mythen_summed.xye,Ser,1.75,2.13,9.05,5.68,,4.99433,17.07561,TRUE,4.12792,8.47149,TRUE,58.71837,True,
578460-mythen_summed.xye,Ser,2,2.13,9.05,5.68,,4.99427,17.07785,TRUE,4.1285,8.47217,TRUE,60.06001,True,
578631-mythen_summed.xye,Ser,0,2.13,9.05,5.68,,4.99307,17.07698,TRUE,4.12933,8.47043,TRUE,60.7544,True,
578632-mythen_summed.xye,Ser,0.25,2.13,9.05,5.68,,4.99256,17.07366,TRUE,4.12921,8.46914,TRUE,56.34243,True,
578634-mythen_summed.xye,Ser,0.75,2.13,9.05,5.68,,4.99334,17.06275,TRUE,4.12545,8.47715,TRUE,57.81033,True,
578635-mythen_summed.xye,Ser,1,2.13,9.05,5.68,,4.99481,17.06308,TRUE,4.12683,8.47326,TRUE,54.6551,True,
578636-mythen_summed.xye,Ser,1.25,2.13,9.05,5.68,,4.99335,17.06373,TRUE,4.12678,8.47398,TRUE,56.56735,True,
578638-mythen_summed.xye,Ser,1.75,2.13,9.05,5.68,,4.99514,17.06029,TRUE,4.1272,8.47303,TRUE,60.3899,True,
578639-mythen_summed.xye,Ser,2,2.13,9.05,5.68,,4.99094,17.06597,TRUE,4.12703,8.47538,TRUE,58.38879,True,
578997-mythen_summed.xye,Ser,0,2.13,9.05,5.68,,4.99663,17.05419,TRUE,4.12709,8.4769,TRUE,63.49155,True,
578998-mythen_summed.xye,Ser,0.25,2.13,9.05,5.68,,5.01243,17.00755,TRUE,4.12821,8.47252,TRUE,56.73554,True,
578999-mythen_summed.xye,Ser,0.5,2.13,9.05,5.68,,4.99714,17.05973,TRUE,4.12978,8.46952,TRUE,55.39794,True,
579000-mythen_summed.xye,Ser,0.75,2.13,9.05,5.68,,4.99331,17.06655,TRUE,4.12884,8.4681,TRUE,58.64851,True,
579001-mythen_summed.xye,Ser,1,2.13,9.05,5.68,,4.99713,17.05452,TRUE,4.1276,8.47169,TRUE,61.18677,True,
579002-mythen_summed.xye,Ser,1.25,2.13,9.05,5.68,,4.99515,17.07842,TRUE,4.12953,8.47069,TRUE,54.94312,True,
579003-mythen_summed.xye,Ser,1.5,2.13,9.05,5.68,,4.99478,17.08019,TRUE,4.12985,8.47167,TRUE,56.83759,True,
579157-mythen_summed.xye,Ser,0,2.13,9.05,5.68,,4.99278,17.07279,TRUE,4.1292,8.46965,TRUE,57.30401,True,
579158-mythen_summed.xye,Ser,0.25,2.13,9.05,5.68,,4.99436,17.07812,TRUE,4.12955,8.47049,TRUE,57.53084,True,
579159-mythen_summed.xye,Ser,0.5,2.13,9.05,5.68,,4.99762,17.05538,TRUE,4.12857,8.47105,TRUE,54.58427,True,
579160-mythen_summed.xye,Ser,0.75,2.13,9.05,5.68,,4.997,17.06713,TRUE,4.12881,8.47153,TRUE,55.7188,True,
579161-mythen_summed.xye,Ser,1,2.13,9.05,5.68,,4.99616,17.06847,TRUE,4.12804,8.47064,TRUE,57.5616,True,
579162-mythen_summed.xye,Ser,1.25,2.13,9.05,5.68,,4.99531,17.07674,TRUE,4.12816,8.47134,TRUE,55.09642,True,
579163-mythen_summed.xye,Ser,1.5,2.13,9.05,5.68,,4.99467,17.0747,TRUE,4.12863,8.47202,TRUE,56.88424,True,
579165-mythen_summed.xye,Ser,2,2.13,9.05,5.68,,4.99341,17.07102,TRUE,4.12818,8.47028,TRUE,55.72493,True,
578563-mythen_summed.xye,SucAci,0,2.13,9.05,5.68,,4.99301,17.07124,TRUE,4.12766,8.47268,TRUE,60.40457,False,
578564-mythen_summed.xye,SucAci,0.25,2.13,9.05,5.68,,4.9928,17.07305,TRUE,4.12825,8.47114,TRUE,60.65637,False,
578725-mythen_summed.xye,SucAci,0,4.21,5.64,,,4.99805,17.05271,TRUE,4.12525,8.47455,TRUE,58.64909,False,
578726-mythen_summed.xye,SucAci,0.25,4.21,5.64,,,4.9928,17.07939,TRUE,,,FALSE,71.07911,False,
578918-mythen_summed.xye,SucAci,0,4.21,5.64,,,4.99744,17.05398,TRUE,4.12743,8.47115,TRUE,63.28414,False,
578919-mythen_summed.xye,SucAci,0.25,4.21,5.64,,,4.99442,17.07864,TRUE,,,FALSE,65.05387,False,
578920-mythen_summed.xye,SucAci,0.5,4.21,5.64,,,4.99072,17.06604,TRUE,4.12719,8.47159,TRUE,82.33263,False,
578921-mythen_summed.xye,SucAci,0.75,4.21,5.64,,,4.99122,17.06737,TRUE,4.12738,8.47265,TRUE,58.44931,False,
578922-mythen_summed.xye,SucAci,1,4.21,5.64,,,4.99771,17.06389,TRUE,4.12663,8.48073,TRUE,65.79081,False,
578923-mythen_summed.xye,SucAci,1.25,4.21,5.64,,,4.99707,17.06203,TRUE,4.12584,8.47997,TRUE,60.22068,False,
578924-mythen_summed.xye,SucAci,1.5,4.21,5.64,,,4.99143,17.06787,TRUE,4.12774,8.47282,TRUE,59.14481,False,
578925-mythen_summed.xye,SucAci,1.75,4.21,5.64,,,4.9952,17.06031,TRUE,4.12597,8.47609,TRUE,57.56952,False,
578926-mythen_summed.xye,SucAci,2,4.21,5.64,,,4.99521,17.05888,TRUE,4.1286,8.47026,TRUE,69.35644,False,
579122-mythen_summed.xye,SucAci,0,4.21,5.64,,,4.99476,17.05719,TRUE,4.12812,8.46911,TRUE,60.75348,False,
578462-mythen_summed.xye,Thr,0,4.21,5.64,,,4.99626,17.05975,TRUE,4.12596,8.48098,TRUE,56.80557,False,
578463-mythen_summed.xye,Thr,0.25,4.21,5.64,,,4.99831,17.05455,TRUE,4.12869,8.4693,TRUE,54.89799,False,
578465-mythen_summed.xye,Thr,0.75,2.2,8.96,5.6,,4.99763,17.05362,TRUE,4.1258,8.47447,TRUE,55.28976,False,
578466-mythen_summed.xye,Thr,1,2.2,8.96,5.6,,4.99587,17.06632,TRUE,4.12735,8.47147,TRUE,58.03719,False,
578467-mythen_summed.xye,Thr,1.25,2.2,8.96,5.6,,4.99525,17.07624,TRUE,4.12655,8.47344,TRUE,55.27441,False,
578468-mythen_summed.xye,Thr,1.5,2.2,8.96,5.6,,4.995,17.07395,TRUE,4.12767,8.47377,TRUE,57.44961,False,
578469-mythen_summed.xye,Thr,1.75,2.2,8.96,5.6,,4.99415,17.0796,TRUE,4.12644,8.47403,TRUE,56.59488,False,
578470-mythen_summed.xye,Thr,2,2.2,8.96,5.6,,4.99352,17.07714,TRUE,4.12814,8.47309,TRUE,55.84253,False,
578641-mythen_summed.xye,Thr,0,2.2,8.96,5.6,,4.99421,17.07936,TRUE,4.12756,8.4732,TRUE,55.94657,False,
578642-mythen_summed.xye,Thr,0.25,2.2,8.96,5.6,,4.99367,17.07483,TRUE,4.12729,8.47271,TRUE,55.8242,False,
578643-mythen_summed.xye,Thr,0.5,2.2,8.96,5.6,,4.99618,17.05614,TRUE,4.12828,8.46966,TRUE,56.32958,False,
578644-mythen_summed.xye,Thr,0.75,2.2,8.96,5.6,,4.99621,17.06433,TRUE,4.12835,8.4701,TRUE,56.12574,False,
578645-mythen_summed.xye,Thr,1,2.2,8.96,5.6,,4.99545,17.0803,TRUE,4.12795,8.47209,TRUE,58.09121,False,
578646-mythen_summed.xye,Thr,1.25,2.2,8.96,5.6,,4.99554,17.07959,TRUE,4.12834,8.47148,TRUE,53.95939,False,
578647-mythen_summed.xye,Thr,1.5,2.2,8.96,5.6,,4.99531,17.08215,TRUE,4.12801,8.47234,TRUE,54.06989,False,
578648-mythen_summed.xye,Thr,1.75,2.2,8.96,5.6,,4.99443,17.08409,TRUE,4.12795,8.47257,TRUE,55.49703,False,
578649-mythen_summed.xye,Thr,2,2.2,8.96,5.6,,4.99426,17.0801,TRUE,4.12807,8.47119,TRUE,55.19884,False,
578797-mythen_summed.xye,Thr,0,2.2,8.96,5.6,,4.99373,17.07863,TRUE,4.12762,8.47309,TRUE,60.31511,False,
578798-mythen_summed.xye,Thr,0.25,2.2,8.96,5.6,,4.99407,17.0792,TRUE,4.12776,8.47307,TRUE,60.57275,False,
578799-mythen_summed.xye,Thr,0.5,2.2,8.96,5.6,,4.99349,17.06231,TRUE,,,FALSE,59.84631,False,
